full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"   502 Sigune (1903 LC)",2.382171307648778,.1795360552467577,25.03209497790258,133.0086195193536,19.04660482856404,1.954485668151506,2.809856947146049,3.67678035348128,40586,0,1013,,,10.77,15.98,,0.3405,10.922,,.870,.495,,,S
"   503 Evelyn (1903 LF)",2.722607666764765,.1758871690444232,5.009894852768544,68.95097139304286,42.23689509466769,2.243735911838868,3.201479421690662,4.49247632382508,40458,0,1414,,,9.2,81.68,,0.0585,38.7,,.725,.315,,Ch,XC
"   504 Cora (1902 LK)",2.72122316526986,.2180022620126064,12.89036923689907,104.6451457821662,247.942154507874,2.127990359799925,3.314455970739794,4.48904998583329,39103,0,1256,,,10.0,30.02,,0.3407,7.588,,,,,X,
"   505 Cava (1902 LL)",2.684454610054139,.2461799780931301,9.841953313798829,90.89181275522076,337.3342437013822,2.023595632959009,3.345313587149269,4.39837546514528,40240,0,1166,,,8.61,115,,0.040,8.1789,,.683,.235,,,FC
"   506 Marion (1903 LN)",3.040747342989427,.1487404020761886,17.00795026087111,312.950488466656,146.4487858883848,2.588465360581077,3.493029325397776,5.30247593479393,37449,0,1130,,,8.85,105.94,,0.0454,13.546,,.718,.332,,,XC
"   507 Laodica (1903 LO)",3.156975373780009,.09585425932451493,9.518131639188269,293.611919793662,100.5687743340525,2.854365837620592,3.459584909939426,5.60938170225153,39257,0,1246,,,9.2,43.78,,0.2112,6.737,,,,,X,
"   508 Princetonia (1903 LQ)",3.166393453270659,.009053453922273767,13.32950638988234,44.33792653563145,183.4675804228938,3.137726656041684,3.195060250499635,5.63450178304968,38676,0,1097,,,8.3,142.35,,0.0441,52.8,,.732,.325,,,C
"   509 Iolanda (1903 LR)",3.067363063761728,.09332924065311564,15.39375821438926,217.6477991537885,158.3069165563766,2.781088398213432,3.353637729310025,5.37224707026206,40497,0,1174,,,8.40,52.99,,0.2747,12.306,,.827,.410,,S,S
"   510 Mabella (1903 LT)",2.609155396604365,.1922548005098894,9.525229918363708,202.8152661333212,90.66286069555258,2.107532746330891,3.110778046877838,4.21461705999498,40410,0,1419,,,9.73,57.44,,0.0687,19.4,,.735,.300,,,PD
"   511 Davida (1903 LU)",3.166791343466888,.1883073617865706,15.94579595072383,107.6376392039459,338.140274827773,2.570461220250088,3.763121466683687,5.63556386684388,39914,0,1892,,,6.22,326.06,,0.0540,5.131,,.717,.363,,C,C
"   512 Taurinensis (1903 LV)",2.189438879620731,.2533349414000206,8.752508198355496,107.1031287826516,249.0456530761137,1.634777509353086,2.744100249888375,3.2397197329308,38124,0,1298,,,10.68,23.09,,0.1772,5.585,,.917,.525,,S,S
"   513 Centesima (1903 LY)",3.01405553719973,.08007705217769681,9.716272249414768,184.5229841374762,225.437425282619,2.772698854680911,3.255412219718549,5.23281134687734,40311,0,1414,,,9.75,50.15,,0.0885,5.23,,.807,.425,,K,S
"   514 Armida (1903 MB)",3.047192253713559,.04196273648839035,3.876506733189179,268.6564799675832,108.0742598131028,2.919323728141513,3.175060779285606,5.31934288319802,40126,0,1748,,,9.04,106.17,,0.0379,21.851,,.675,.255,,,XC
"   515 Athalia (1903 ME)",3.124626042393858,.1699170285447737,2.038288052068721,121.2107791162652,299.759613560819,2.593698869956678,3.655553214831039,5.52338446875661,40159,0,1327,,,11.23,38.22,,0.0390,,,.875,.415,,Cb,I
"   516 Amherstia (1903 MG)",2.679689574711885,.2730729726299207,12.96065216082128,328.8519253928841,258.1326992384068,1.947938776819903,3.411440372603868,4.38666967330899,40269,0,1311,,,8.27,73.10,,0.1627,7.49,,.736,.265,,X,M
"   517 Edith (1903 MH)",3.156524189634313,.1810882315152242,3.194901527940599,274.5074843979178,139.5733721181987,2.584914806398409,3.728133572870217,5.60817923468505,40089,0,1383,,,9.35,91.12,,0.0387,9.2747,,.711,.327,,,X
"   519 Sylvania (1903 MP)",2.789603827415073,.1862121554879239,11.01984692840511,44.7558927929647,302.5270750827365,2.27014568575475,3.309061969075397,4.65931419579294,40025,0,1303,,,9.14,48.25,,0.1676,17.962,,.833,.357,,S,S
"   520 Franziska (1903 MV)",3.006927094343407,.1098410686800875,10.95374071450881,34.35258034645496,22.6068014674935,2.676643008857617,3.337211179829198,5.21425840440904,40314,0,1207,,,10.61,28.67,,0.1226,14.0,,.738,,,,CGU
"   521 Brixia (1904 NB)",2.738310818054227,.2830379705288571,10.59899741229537,89.66490848419133,316.0823309325099,1.963264881434944,3.513356754673509,4.53139911494878,40235,0,1227,,,8.31,115.65,,0.0626,9.78,,.712,.341,,Ch,C
"   522 Helga (1904 NC)",3.635808858832033,.07734947488963453,4.439670606447771,116.991061086399,241.1950586051213,3.354580952802294,3.917036764861773,6.9328174927889,40237,0,1662,,,9.0,101.22,,0.0388,8.129,,.664,.243,,,X
"   523 Ada (1904 ND)",2.970370714643433,.1744212101144442,4.295560365907812,260.8568546909535,189.2532053690079,2.452275060106819,3.488466369180047,5.11946035235414,40081,0,1211,,,9.8,31.89,,0.2512,10.03,,,,,X,
"   524 Fidelio (1904 NN)",2.635122755468283,.126570021092884,8.22972204027233,326.719437534118,80.21757750621801,2.301595212726324,2.968650298210243,4.27769168232544,40123,0,1286,,,9.83,71.73,,0.0402,14.198,,.722,.316,,,XC
"   525 Adelaide (1908 EKa)",2.244813983928809,.1025294564229601,5.995143796531293,203.4247346187773,264.083530208723,2.014654426385929,2.47497354147169,3.36340171209889,38492,0,1385,,,12.53,,,,,,.950,.560,,,SU
"   526 Jena (1904 NQ)",3.120244502160616,.1351099712738499,2.173466755084935,137.7792747873144,357.204487650871,2.698668357106307,3.541820647214925,5.51177070524161,40168,0,1611,,,10.17,41.49,,0.0877,9.474,,.643,.367,,,B
"   527 Euryanthe (1904 NR)",2.724454560723651,.1513311635979085,9.677060818927197,120.6321814883735,202.6438973815156,2.312159681879712,3.136749439567589,4.49704833823476,40092,0,1388,,,10.3,52.91,,0.0576,26.06,,,,,Cb,
"   529 Preziosa (1904 NT)",3.01430738270552,.0971578483333818,11.02741485392386,65.21704253469154,333.9221762489809,2.721443763186424,3.307171002224615,5.23346721777927,40621,0,1192,,,10.06,32.01,,0.1632,27.,,.796,.471,,,S
"   530 Turandot (1904 NV)",3.187197584472711,.2196605290166883,8.559956434781363,129.1757158880243,200.2455968503223,2.487096076986724,3.887299091958698,5.6901233836257,39841,0,1530,,,9.29,84.85,,0.0472,19.947,,.664,.304,,,F
"   531 Zerlina (1904 NW)",2.78645243812974,.1973634612765802,33.97263495608539,197.8003241384195,57.55539895004841,2.236508540257888,3.336396336001591,4.65142105071188,40119,0,994,,,12.0,15.19,,0.1460,16.706,,,,,B,
"   532 Herculina (1904 NY)",2.773860282149958,.1761898663688965,16.31709787516018,107.5622210660977,75.93133922206377,2.285134209711968,3.262586354587949,4.61992659739894,40139,0,3000,,,5.81,222.39,,0.1694,9.405,,.857,.429,,S,S
"   533 Sara (1904 NZ)",2.979225344992236,.04557451723218119,6.557428187943294,180.3527567927495,35.97579022290183,2.843448588168337,3.115002101816136,5.14236895500112,40910,0,1432,,,9.6,31.08,,0.2479,11.654,,.871,.386,,S,S
"   534 Nassovia (1904 OA)",2.88380080309724,.0557557770315644,3.275271303328315,94.20545336038695,338.4631274198979,2.723012248516304,3.044589357678176,4.89729301955583,40007,0,1426,,,9.77,33.12,,0.1991,9.382,,.834,.390,,Sq,S
"   535 Montague (1904 OC)",2.570595061825771,.02507539560086417,6.779281164327386,84.8394396570517,64.79114547088074,2.506136373720862,2.63505374993068,4.12153228031871,40070,0,1466,,,9.3,74.49,,0.0514,10.2482,,.752,.419,,,C
"   536 Merapi (1904 OF)",3.496791368697618,.08543332658980826,19.42854233028789,59.24279392372241,296.2986511257881,3.198048849679252,3.795533887715984,6.5390217890424,40115,0,1058,,,8.1,151.42,,0.0452,8.78,,.694,.294,,,X
"   537 Pauly (1904 OG)",3.081282897433518,.2286385711508722,9.904299901929908,120.3480224742434,185.4398553185879,2.376782778452698,3.785783016414337,5.40885778101033,40904,0,1220,,,8.7,39.11,,0.3489,14.15,,,,,,DU:
"   539 Pamina (1904 OL)",2.739836933447128,.2098619119391434,6.808936359878156,274.5746546665846,96.82745277852908,2.164849516192434,3.314824350701822,4.5351878017554,40019,0,1355,,,10.0,53.97,,0.0800,13.903,,,,,Ch,
"   540 Rosamunde (1904 ON)",2.218561285927815,.08998626806308879,5.581588170988477,202.2025963954754,337.8834236694496,2.018921235337924,2.418201336517706,3.30457298093055,39915,0,1497,,,10.76,19.02,,0.2426,9.336,,.930,.500,,,S
"   541 Deborah (1904 OO)",2.813692087310687,.05216476376072916,6.008497335923583,267.8104851753676,357.3443089063686,2.666916504280692,2.960467670340682,4.71979413369661,39981,0,1651,,,10.0,57.01,,0.0496,13.91,,,,,B,
"   542 Susanna (1904 OQ)",2.906507562516824,.1382474801340949,12.07485349679136,153.0299072466523,215.3317358177457,2.504690216008183,3.308324909025465,4.95524792348524,39972,0,1307,,,9.36,41.57,,0.1843,10.069,,.795,.380,,,S
"   543 Charlotte (1904 OT)",3.056444535566473,.1551077228674688,8.479695344426711,294.9814384186269,109.7094792714767,2.582366383584039,3.530522687548908,5.34358818626449,39989,0,1203,,,9.40,34.37,,0.2599,10.718,,,,,Xe,
"   545 Messalina (1904 OY)",3.213872254784006,.1673114116595935,11.16091781652917,333.7565832489694,328.7129403595017,2.676154750942493,3.751589758625519,5.76170631720333,39973,0,1228,,,8.84,111.29,,0.0415,7.2,,.686,.343,,Cb,CD
"   546 Herodias (1904 PA)",2.597538780767504,.1162986874250681,14.85058711698088,21.83321752514924,108.9235557374759,2.295448430028531,2.899629131506476,4.18650161021436,39935,0,1093,,,9.70,66.02,,0.0534,10.77,,.766,.375,,,TDG
"   547 Praxedis (1904 PB)",2.773479222316483,.236585709498566,16.8993219769343,193.2252913327027,195.2658083689841,2.117313672725207,3.42964477190776,4.61897463452867,39656,0,1221,,,9.52,69.68,,0.0566,9.105,,.761,.254,,Xk,XD:
"   548 Kressida (1904 PC)",2.282328318290994,.1848265273227054,3.872915484810898,108.4629355833001,320.2576949238434,1.860493501010999,2.704163135570989,3.44806449480223,39756,0,1285,,,11.26,,,,11.9404,,.882,.489,,,S
"   549 Jessonda (1904 PK)",2.683831862745253,.2577645619773333,3.961946872064005,291.4719721991448,158.2741567564605,1.992035118223913,3.375628607266594,4.39684503269915,39810,0,1341,,,11.01,18.81,,0.1971,2.971,,.827,.361,,,S
"   550 Senta (1904 PL)",2.589950723744063,.2218421628395393,10.11102388823165,270.7419738222682,45.19000700124651,2.01539045354085,3.164510993947276,4.16817029496416,41350,0,1222,,,9.37,37.75,,0.2215,20.555,,.850,.390,,,S
"   551 Ortrud (1904 PM)",2.966048506680197,.1237035147824347,.3975479788998134,6.012437353464913,68.03024950623517,2.599137881388665,3.332959131971729,5.10829037238403,39926,0,1936,,,9.57,78.46,,0.0426,13.05,,.673,.289,,C,XC
"   553 Kundry (1904 PP)",2.230681334097456,.1096279102335269,5.390078803381605,72.41422428789166,354.5889253131712,1.986136401043417,2.475226267151497,3.33168936143789,39633,0,1087,,,12.1,,,,12.605,,,,,S,
"   554 Peraga (1905 PS)",2.374604253283362,.1529125246590243,2.936125042643302,295.4625898246377,127.547432744743,2.011497521847746,2.737710984718978,3.659275132315,41384,0,1436,,,9.0,95.87,,0.0496,13.7128,,.676,.342,,Ch,FC
"   555 Norma (1905 PT)",3.188350081944288,.1499726922461726,2.645920336587045,130.4383663070778,356.2267230657507,2.710184636331798,3.666515527556778,5.69321000381622,39629,0,1506,,,10.8,40.11,,0.0632,19.55,,,,,B,
"   556 Phyllis (1905 PW)",2.464145500985904,.1031420000296343,5.241014935710514,286.137228396584,177.2696334944832,2.209988605650193,2.718302396321616,3.86818934631995,38902,0,1028,,,9.56,37.81,,0.1853,4.293,,.849,.410,,S,S
"   558 Carmen (1905 QB)",2.90732786603678,.04386378793107035,8.375339194097748,143.7276863034294,312.1568025353563,2.779801453074851,3.034854278998708,4.95734585064467,39838,0,1582,,,9.09,59.31,,0.1161,11.387,,.733,.278,,,M
"   559 Nanon (1905 QD)",2.711106211709476,.06697115486610093,9.305679046934713,112.1479283709159,129.2578650891178,2.529540297746632,2.892672125672319,4.46403920765494,39649,0,1342,,,9.4,79.82,,0.0500,10.059,,.733,.379,,Xk,C
"   560 Delila (1905 QF)",2.750959039557535,.1623613990008394,8.471205370937326,105.3561323944154,4.000602841291363,2.304309481300968,3.197608597814102,4.5628310501764,39797,0,1187,,,10.9,37.24,,0.0733,,,,,,B,
"   561 Ingwelde (1905 QG)",3.176739408919993,.1160471877864467,1.54343542168423,159.4977692973404,315.4701917421602,2.808087734184449,3.545391083655536,5.66213980336881,39551,0,1279,,,11.21,24.50,,0.0966,12.012,,.745,,,,XCU
"   562 Salome (1905 QH)",3.021540155721909,.09895546877371934,11.10414772820496,70.66540709769653,263.6131942645649,2.722542233193831,3.320538078249988,5.25231491967379,39790,0,1281,,,9.95,30.67,,0.1967,6.351,,.794,.415,,,S
"   563 Suleika (1905 QK)",2.714805541199484,.233196084247279,10.23166252539768,85.34478996083433,336.6818588030865,2.081723519498949,3.347887562900018,4.47317915792337,38645,0,1019,,,8.50,53.29,,0.2477,5.69,,.887,.471,,Sl,S
"   564 Dudu (1905 QM)",2.746127240741456,.2766525625995558,17.9892865577163,70.77158837587204,215.0832146874767,1.986404102365884,3.505850379117026,4.5508150598689,36486,0,1124,,,10.43,49.57,,0.0484,8.882,,.731,.312,,Xc,CDX:
"   565 Marbachia (1905 QN)",2.442656146651419,.1301538929800112,10.99670325483345,225.8618973258585,291.8349708781573,2.124734939953183,2.760577353349654,3.81769918775832,39703,0,1414,,,10.88,27.57,,0.1033,4.587,,.811,.422,,,S
"   566 Stereoskopia (1905 QO)",3.381371978036451,.1125075904503912,4.89891906157676,80.22764526236898,295.7197227249208,3.000941964371096,3.761801991701805,6.21795573713169,39699,0,1335,,,8.0,168.16,,0.0383,12.103,,.712,.291,,,C
"   567 Eleutheria (1905 QP)",3.135687615697957,.09306278349987657,9.26097582459286,58.42859811759423,133.490321402281,2.843871797995015,3.4275034334009,5.55274063613516,39733,0,1244,,,9.16,93.41,,0.0439,7.72,,.652,.309,,,CFB:
"   569 Misa (1905 QT)",2.657221868964806,.1801595449092117,1.29296115391118,301.8078732764855,143.0626966522063,2.178497986329301,3.13594575160031,4.33161580135141,38063,0,1482,,,10.12,72.95,,0.0297,13.52,,.716,.335,,Cg,C
"   570 Kythera (1905 QX)",3.417775674721094,.1214490289582961,1.786823463025074,223.9032939553011,155.2066388699109,3.002690137828932,3.832861211613256,6.31863885784063,39589,0,1599,,,8.81,102.81,,0.0500,8.120,,.775,.374,,T,ST
"   571 Dulcinea (1905 QZ)",2.409939638415227,.2420915164680575,5.225572317623,3.217472072799768,27.56528110808654,1.826513696754803,2.993365580075652,3.74125620134136,39335,0,1425,,,11.59,,,,126.3,,.867,.437,,S,S
"   572 Rebekka (1905 RB)",2.401251057788333,.1568601606538693,10.57103176654991,194.6171618459667,192.2296855258466,2.024590431093381,2.777911684483285,3.72104186323319,39608,0,1320,,,10.94,29.63,,0.0847,5.6497,,.691,.308,,C,XDC
"   574 Reginhild (1905 RD)",2.252603886150208,.2393992049168222,5.683030412624673,336.8173188685331,76.84359458355098,1.713332306813304,2.791875465487111,3.38092429148569,39570,0,992,,,12.30,7.46,,0.3819,14.339,,,,,,S
"   578 Happelia (1905 RZ)",2.750241238586073,.1939563934210693,6.151743920301331,29.41552803786265,261.5574256120886,2.216814366912023,3.283668110260122,4.56104531426233,39329,0,1560,,,9.4,69.29,,0.0769,10.061,,,,,Xc,
"   579 Sidonia (1905 SD)",3.012358713474813,.08087971294237638,11.00760704778229,82.74675853262198,229.1859832706645,2.768720005449504,3.255997421500123,5.2283930928643,38899,0,1118,,,7.85,85.57,,0.1748,16.286,,.818,.418,,K,S
"   581 Tauntonia (1905 SH)",3.211730999726302,.03127506175485617,21.88935719487308,102.6236743071386,28.55669642478587,3.111283914369876,3.312178085082728,5.75594913708892,39219,0,922,,,9.7,63.66,,0.0758,16.54,,,,,Xk,
"   582 Olympia (1906 SO)",2.610372566921364,.2220945765293331,30.03670724615481,155.7204230342228,310.5834655359404,2.030622977087175,3.190122156755552,4.21756658056675,39341,0,1449,,,9.11,43.41,,0.2128,36.21,,.891,.534,,,S
"   583 Klotilde (1905 SP)",3.171574604732626,.162032962798458,8.251370223885798,257.9657384880314,252.7341828254903,2.65767497479145,3.685474234673802,5.64833699327999,39128,0,1256,,,9.01,81.64,,0.0660,9.2116,,.664,.306,,,C
"   584 Semiramis (1906 SY)",2.373983107706667,.2331385026658024,10.72846918514542,282.2363285562196,84.81455549883829,1.820516240622027,2.927449974791308,3.65783944429596,39254,0,988,,,8.71,54.01,,0.1987,5.068,,.916,.521,,Sl,S
"   585 Bilkis (1906 TA)",2.430728070750131,.1285343996331845,7.565495677973678,180.2998201858828,329.1304797530356,2.118295897504734,2.743160243995528,3.78976924309152,39249,0,1452,,,10.40,58.09,,0.0362,8.5751,,.702,.320,,,C
"   586 Thekla (1906 TC)",3.043282936566546,.06014806839078123,1.62529124781116,228.4636939988789,250.3177252611795,2.860235346365444,3.226330526767648,5.30910969527417,39198,0,1708,,,9.21,82.37,,0.0539,13.670,,.660,.372,,Ch,C:
"   588 Achilles (1906 TG)",5.201382140660148,.147900877099106,10.31573842120043,316.586204290422,133.3161536838898,4.432093159928887,5.970671121391409,11.8627764267506,39461,0,1018,,,8.67,135.47,,0.0328,7.306,,.755,.216,,,DU
"   589 Croatia (1906 TM)",3.134740869481458,.03899221423039544,10.81352948557369,177.6077515717509,220.4609900951273,3.012510381941861,3.256971357021055,5.55022604922305,39330,0,1372,,,9.0,87.54,,0.0509,24.821,,.730,.368,,,CX
"   591 Irmgard (1906 TP)",2.678555539030988,.2074968258697212,12.49042805135,334.297526565155,217.4267205845126,2.122763766766298,3.234347311295678,4.38388533200306,39395,0,1133,,,10.64,51.86,,0.0364,7.35,,.693,.299,,,X
"   592 Bathseba (1906 TS)",3.02446379252335,.129147079855076,10.18278469928567,167.9319341981488,256.6640651611024,2.633863125591551,3.41506445945515,5.25993995907956,37977,0,1330,,,9.5,,,,7.7465,,,,,K,
"   593 Titania (1906 TT)",2.700861363488645,.2148590172104312,16.88436052478721,76.01295353866048,30.99304762007199,2.120556945307849,3.28116578166944,4.43875976351089,39162,0,880,,,9.28,75.32,,0.0604,9.899,,.657,.314,,,C
"   596 Scheila (1906 UA)",2.92625047128791,.1648782283388306,14.66229781677968,70.69906274904275,175.538868112722,2.443775477906291,3.408725464669528,5.00582251400252,39365,0,2855,,,8.90,113.34,,0.0379,15.851,,.714,.177,,T,PCD
"   597 Bandusia (1906 UB)",2.672398660754809,.1439811338322916,12.79977569666919,36.57119887058395,307.7127649055181,2.287623671527434,3.057173649982184,4.36877894439351,35547,0,1089,,,9.1,36.06,,0.2361,11.50,,,,,S,
"   598 Octavia (1906 UC)",2.762912382648065,.2469403426631587,12.22571424377616,91.85885574006335,291.2424996682395,2.080637852128667,3.445186913167462,4.59260264369183,38819,0,1133,,,9.53,72.33,,0.0521,10.8903,,.745,.377,,X,C:
"   599 Luisa (1906 UJ)",2.773247158446105,.2922264375900069,16.6594514413058,44.62820110922221,293.0024312395224,1.96283102077679,3.583663296115419,4.61839492509736,39355,0,1379,,,8.71,64.87,,0.1377,9.566,,.879,.446,,K,S
"   600 Musa (1906 UM)",2.659288073281671,.05523891167199961,10.19957653719034,139.3046634410598,114.614461364281,2.512391894291263,2.806184252272079,4.33666905432827,39345,0,1243,,,10.18,24.90,,0.2415,5.8856,,.840,.440,,S,
"   601 Nerthus (1906 UN)",3.139144322692045,.1015142000479551,16.08419245578062,169.7201048258651,157.555618760003,2.820476597938882,3.457812047445207,5.56192497873277,39333,0,1265,,,9.65,73.32,,0.0454,13.59,,.660,,,C,X
"   602 Marianna (1906 TE)",3.091446695151821,.2469166549771887,15.09555417791445,331.5099305787408,46.21328739901406,2.328117018144649,3.854776372158994,5.43564200410162,39465,0,1163,,,8.31,124.72,,0.0539,35.195,,.692,.333,,,C
"   604 Tekmessa (1906 TK)",3.147261132286815,.1994350019042007,4.421605920161683,12.18998818565429,28.88298278725341,2.519587102376177,3.774935162197452,5.58351091973986,37650,0,1349,,,9.4,65.16,,0.0870,5.5596,,,,,Xc,
"   606 Brangane (1906 VB)",2.587611541865793,.2198697008362156,8.620433112362997,318.7161797707559,57.36911380965081,2.018674166275422,3.156548917456163,4.16252468181668,38972,0,1167,,,10.2,35.54,,0.0986,12.2950,,.770,.391,,K,TSD
"   611 Valeria (1906 VL)",2.979818728952619,.1192411055491762,13.43986451987444,189.4472870320211,256.7072025247282,2.624501849376168,3.33513560852907,5.14390537009446,40900,0,1248,,,9.19,56.97,,0.1148,6.977,,.817,.414,,L,S
"   613 Ginevra (1906 VP)",2.920025335657716,.05957636794421977,7.666775319713133,354.8204160678736,62.48793489650075,2.746060831854128,3.093989839461304,4.98985736739388,41041,0,1339,,,9.67,80.04,,0.0374,13.024,,.692,.285,,,P
"   614 Pia (1906 VQ)",2.692906015589025,.1115837057185677,7.027176761509668,217.305568813089,208.965763726966,2.392421583217779,2.993390447960272,4.41916275834615,39228,0,1299,,,11.0,25.81,,0.1056,4.572,,,,,C,
"   615 Roswitha (1906 VR)",2.632597444780449,.1102725950389311,2.760509814854101,13.55942987091257,246.56929279,2.34229409285165,2.922900796709249,4.27154401121299,40653,0,1540,,,10.2,47.89,,0.0553,4.422,,.708,.315,,,CX
"   616 Elly (1906 VT)",2.552731267039899,.05961436136241371,14.95988213058667,356.1184139014147,107.6188902808724,2.400551822825451,2.704910711254348,4.07864446006633,39224,0,1175,,,10.68,18.15,,0.2866,5.297,,.889,.442,,,S
"   617 Patroclus (1906 VY)",5.217303509721689,.1395136791355148,22.05087393638871,44.36600305005552,308.4081135011881,4.489418301913783,5.945188717529596,11.9172858137614,39193,0,1038,,,8.19,140.92,,0.0471,102.8,,.677,.215,,,P
"   618 Elfriede (1906 VZ)",3.189851715493138,.07388709420450726,17.03823484900771,111.074307006356,228.3464259041638,2.954162841292088,3.425540589694189,5.69723251770997,38992,0,1122,,,8.2,120.29,,0.0606,14.801,,.696,.317,,,C
"   619 Triberga (1906 WC)",2.520064299623991,.07443364002299596,13.79058331700369,187.5106640524654,177.3492157644972,2.332486740710976,2.707641858537007,4.00060464838477,38972,0,1273,,,9.95,,,,29.412,,.852,.477,,,S
"   620 Drakonia (1906 WE)",2.436410304481229,.1344238168777682,7.736335388997022,.02827007856941048,336.5104736246969,2.108898731872537,2.763921877089921,3.80306583621484,30281,0,1289,,,11.28,,,,5.487,,.683,.237,,,E
"   621 Werdandi (1906 WJ)",3.126692902332231,.1388386457679115,2.314970572482744,67.1231289788178,31.82770160887156,2.692587094040283,3.560798710624178,5.52886574055253,37153,0,1489,,,10.49,27.15,,0.1527,11.776,,.650,.285,,,FCX:
"   622 Esther (1906 WP)",2.415076306374892,.2421181555057545,8.64411189811536,142.0490983610796,256.5927274751992,1.830342485669753,2.999810127080031,3.75322402861886,38927,0,1279,,,10.2,,,,47.5,,.814,.445,,S,S
"   623 Chimaera (1907 XJ)",2.460900779296828,.1124340152250314,14.13021635273523,308.3534933955412,124.7090691661494,2.184211823610076,2.737589734983579,3.86055156771528,38078,0,965,,,10.97,44.09,,0.0372,14.635,,.714,.324,,,XC
"   624 Hektor (1907 XM)",5.248501491633988,.02430461158972936,18.170700557618,342.8130114727676,181.473273240728,5.120938701451708,5.376064281816268,12.0243383902128,39111,0,1405,,,7.2,225,,0.025,6.924,,.776,.249,,,D
"   625 Xenia (1907 XN)",2.648961794159703,.2256943587418822,12.07551428723707,127.5505492130944,200.5128408036938,2.051106060695083,3.246817527624323,4.31143401803024,39100,0,1286,,,9.9,28.37,,0.2195,21.101,,,,,Sa,
"   626 Notburga (1907 XO)",2.57500491413776,.2421936577208153,25.36003800948724,341.6472625287429,43.86034465724141,1.951355055333662,3.198654772941858,4.13214255202845,39112,0,1055,,,9.00,100.73,,0.0437,19.353,,.705,.332,,Xc,CX
"   627 Charis (1907 XS)",2.898884468682494,.05976473126335664,6.477404362038926,142.5354663449812,174.0159208664859,2.725633417448166,3.072135519916822,4.93576601611287,39039,0,1501,,,9.95,48.51,,0.0786,27.888,,.680,.261,,X,XB:
"   628 Christine (1907 XT)",2.582664125592148,.04262419163268532,11.53191412063661,112.1456835295451,205.8858156523896,2.472580154980046,2.692748096204249,4.15059250308987,39086,0,1382,,,9.25,49.72,,0.1426,16.1783,,.813,.321,,,SD
"   629 Bernardina (1907 XU)",3.139018696542736,.1538814656049102,9.254271640111467,86.58287272344528,35.22792138967668,2.655981898957525,3.622055494127947,5.56159110611239,38801,0,1055,,,10.0,30.1,,0.2140,3.763,,,,,X,
"   631 Philippina (1907 YJ)",2.791983376303461,.08232460724683802,18.91940018453942,224.7279287086486,277.5091125128421,2.562134441409578,3.021832311197345,4.66527710160259,39003,0,1049,,,8.70,57.65,,0.1760,5.899,,.864,.439,,S,S
"   633 Zelima (1907 ZM)",3.016731654386778,.08480449285775414,10.91630636823945,147.3881144440199,186.8204315821125,2.760899256348574,3.272564052424982,5.23978205003584,38969,0,1262,,,9.73,34.37,,0.1918,11.724,,.765,.445,,S,S
"   634 Ute (1907 ZN)",3.04646179411858,.1858121119180546,12.28870647448866,133.44938724285,220.5554122748322,2.480392294275741,3.612531293961419,5.31743030342414,38748,0,1379,,,9.7,69.44,,0.0530,11.7554,,,,,X,
"   635 Vundtia (1907 ZS)",3.142864578923884,.07661852102288598,11.02755857838848,183.0610377577163,223.6185734251524,2.90206294311152,3.383666214736247,5.57181521311361,38826,0,1319,,,9.01,98.24,,0.0456,11.790,,.675,.336,,,C
"   638 Moira (1907 ZQ)",2.736408903729108,.1601964959552291,7.71779946167307,103.2356650246992,128.3916878281817,2.298045785851015,3.1747720216072,4.52667895890722,39495,0,1524,,,10.0,65.44,,0.0496,9.875,,,,,Ch,
"   639 Latona (1907 ZT)",3.021762559221907,.103021110174993,8.575313751839792,280.047766521096,69.51709084838302,2.710457225685638,3.333067892758176,5.25289483322259,38950,0,1165,,,8.20,71.25,,0.1826,6.22,,.836,.477,,,S
"   640 Brambilla (1907 ZW)",3.159916948328624,.08051557913451102,13.37115875729839,234.9434512032165,31.79425167659659,2.905494405216988,3.41433949144026,5.61722350756136,38677,0,1250,,,9.1,80.79,,0.0686,7.768,,.753,.465,,,G
"   642 Clara (1907 ZY)",3.192921909893127,.1218438268186833,8.168433855215811,5.913961170202345,117.802239063861,2.803884085658529,3.581959734127725,5.70545977455006,38646,0,1191,,,9.98,33.36,,0.1617,8.2308,,.897,.417,,L,S
"   643 Scheherezade (1907 ZZ)",3.360109878754592,.05865216255246666,13.77140210312274,252.211551920817,230.7313198612277,3.163032167951728,3.557187589557456,6.15940018097424,38885,0,1269,,,9.7,71.57,,0.0446,14.161,,.719,.302,,,P
"   644 Cosima (1907 AA)",2.597941914408251,.1561173580277452,1.040825538031017,109.9714434751616,268.8639170270598,2.192358086421292,3.00352574239521,4.18747625501836,38903,0,1674,,,11.13,19.92,,0.1572,7.556,,.816,.413,,,S
"   645 Agrippina (1907 AG)",3.212534913742102,.1462967930373894,7.042607883208111,.1814065139265352,84.14624790914473,2.742551358340986,3.682518469143218,5.75811039112894,38633,0,1184,,,9.94,28.00,,0.2381,32.6,,.871,.412,,,S
