full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"    30 Urania",2.365847240149406,.1268321461975403,2.098068400227526,307.6340829918393,86.70679825709206,2.065781757105729,2.665912723193082,3.63905191464663,55981,0,2421,,,7.57,100.15,,0.1714,13.686,,.873,.459,,Sl,S
"    31 Euphrosyne",3.154733700922422,.2221208541662867,26.30938317414246,31.15120910442405,61.396692556313,2.454001556606363,3.855465845238481,5.60340818419302,56002,0,1316,,,6.74,255.90,,0.0543,5.530,,.687,.317,,Cb,C
"    32 Pomona",2.587660031464395,.08027478394637823,5.523648858119116,220.4611163136496,338.8008519080029,2.379936181511912,2.795383881416878,4.16264168552452,54848,0,1398,,,7.56,80.76,,0.2564,9.448,,.857,.429,,S,S
"    33 Polyhymnia",2.867914676807831,.3367945571723523,1.868721824185494,8.579413031117696,338.098807033505,1.902016623224248,3.833812730391414,4.85688188593747,57493,0,1513,,,8.55,,,,18.608,,.848,.438,,Sq,S
"    34 Circe",2.687616256592329,.1045772480553479,5.497764274909564,184.4369498569224,330.3464054599534,2.406552744649088,2.968679768535571,4.40614810668655,54740,0,1752,,,8.51,113.54,,0.0541,12.15,,.707,.357,,Ch,C
"    35 Leukothea",2.990663481972755,.2270528810715553,7.934735335211617,353.7827204225474,213.5531331533975,2.311624722075352,3.669702241870159,5.17201199992153,56219,0,1772,,,8.50,103.11,,0.0662,31.900,,.703,.335,,C,C
"    36 Atalante",2.749439640772756,.3022139819855106,18.42437935297339,358.4191802607596,46.96954090729154,1.91852053870601,3.580358742839502,4.55905138506887,53806,0,940,,,8.46,105.61,,0.0654,9.93,,.713,.363,,,C
"    37 Fides",2.643147533733694,.1735989291541365,3.072589104964019,7.298490454089948,62.89546823435317,2.184299952281128,3.10199511518626,4.29724692796767,57698,0,1708,,,7.29,108.35,,0.1826,7.3335,,.843,.414,,S,S
"    38 Leda",2.738917651622083,.1551785131136265,6.974852638642974,295.7619143929259,169.8501107535607,2.313896482902702,3.163938820341463,4.53290549476535,57721,0,1422,,,8.32,115.93,,0.0618,12.838,,.726,.419,,Cgh,C
"    39 Laetitia",2.76890191734601,.1139926254585484,10.3799409416295,157.118189148888,208.3269284182401,2.45326751815053,3.084536316541491,4.60754473285987,57407,0,5044,,,6.0,149.52,,0.2869,5.138,,.898,.494,,S,S
"    40 Harmonia",2.267435674197676,.04686246485385375,4.257639510590712,94.24034597457604,268.6601589092828,2.161178049607213,2.373693298788139,3.41437065434983,54339,0,4413,,,7.00,107.62,,0.2418,8.910,,.854,.432,,S,S
"    41 Daphne",2.76071264633179,.2751359425552899,15.79354511746273,178.0862159677189,46.01328389214546,2.001141370258984,3.520283922404595,4.5871190258622,53795,0,1498,,,7.12,174.00,,0.0828,5.988,,.726,.363,,Ch,C
"    42 Isis",2.442423387339498,.22223069488529,8.526137880398585,84.35872436712769,236.6048629640166,1.899641940766958,2.985204833912038,3.81715352118858,57608,0,1836,,,7.53,100.20,,0.1712,13.597,,.874,.462,,L,S
"    43 Ariadne",2.203008309915574,.1686514515740649,3.470538324284148,264.871920042432,16.36195532787024,1.831467760618585,2.574548859212562,3.26988444467651,54613,0,1481,,,7.93,65.88,,0.2740,5.762,,.863,.490,,Sk,S
"    44 Nysa",2.423219522026014,.1486060636919853,3.706428148003618,131.5605857207327,343.4982606449655,2.063114407396154,2.783324636655874,3.77222284554012,54766,0,2083,,,7.03,70.64,,0.5458,6.422,,.703,.245,,Xc,E
"    45 Eugenia",2.720342369684152,.08318511384079076,6.60335768945686,147.6817673983014,88.68923739006124,2.494050379976049,2.946634359392255,4.48687066322431,53989,0,2093,,,7.46,214.63,,0.0398,5.699,,.676,.274,,C,FC
"    46 Hestia",2.525518051616022,.1718774958817292,2.344481911486589,181.1279448982478,176.5452389715381,2.091438333100156,2.959597770131887,4.01359842739858,54477,0,2068,,,8.36,124.14,,0.0519,21.040,,.692,.226,,Xc,P
"    47 Aglaja",2.879339427724436,.1329838657327027,4.983074291243555,3.127572300939654,313.9022638785052,2.496433739869053,3.26224511557982,4.8859329023589,56101,0,1305,,,7.84,126.96,,0.0801,13.178,,.665,.300,,B,C
"    48 Doris",3.109134529475415,.07368433491470788,6.547822596773825,183.5815862358,253.5418331268615,2.880040019510666,3.338229039440164,5.48235902908331,56256,0,1736,,,6.90,221.80,,0.0624,11.89,,.716,.442,,Ch,CG
"    49 Pales",3.094012479898938,.2275914730611845,3.173954218812457,285.9977153828911,110.1914190288871,2.38984162192905,3.798183337868826,5.44241047633829,54622,0,1446,,,7.7,149.80,,0.0597,10.42,,.749,.411,,Ch,CG
"    50 Virginia",2.651236805991478,.2849146889252123,2.835477125277942,173.5365052276604,200.3287472135154,1.895860496145343,3.406613115837614,4.31698940340746,57104,0,1869,,,9.24,99.82,,0.0357,14.315,,.703,.347,,Ch,X
"    51 Nemausa",2.365798309822059,.06717407851208262,9.978497431513929,176.0269197383061,2.041389557190566,2.20687798841432,2.524718631229799,3.63893902121184,54969,0,4449,,,7.35,147.86,,0.0928,7.783,,.789,.482,,Ch,CU
"    52 Europa",3.094871928197279,.1076250034658675,7.48308831617066,128.7276197268891,344.235153509664,2.76178632619863,3.427957530195926,5.44467830586189,55793,0,2209,,,6.31,302.50,,0.0578,5.6304,,.679,.338,,C,CF
"    53 Kalypso",2.617527617207262,.2064173064412317,5.170497678446972,143.5631613557765,313.5413331562086,2.077224616927804,3.15783061748672,4.23491902903916,54126,0,1534,1,0,8.81,115.38,,0.0397,9.036,,.705,.318,,,XC
"    54 Alexandra",2.710614816169019,.1982863371939725,11.80156419831149,313.3371687524419,345.2985105330862,2.173136932727151,3.248092699610886,4.46282558337097,54644,0,1255,,,7.66,165.75,,0.0555,7.024,,.727,.357,,C,C
"    55 Pandora",2.760216291546712,.1424750831844309,7.185378550439124,10.43308656782886,3.903806096318213,2.366954245801573,3.153478337291851,4.58588198867616,54299,0,1506,,,7.7,66.70,,0.3013,4.8040,,.704,.242,,X,M
"    56 Melete",2.600138980176339,.2365444119980291,8.063256376871189,193.1505088147123,104.4737444100564,1.985090633997372,3.215187326355306,4.19278936779889,54329,0,1526,,,8.31,113.24,,0.0653,18.147,,.697,.312,,Xk,P
"    57 Mnemosyne",3.151491338068777,.1146878211246811,15.21589896038907,199.2267270175065,211.0931565682676,2.790053663212363,3.51292901292519,5.59477182282166,56329,0,1548,,,7.03,112.59,,0.2149,12.463,,.817,.410,,S,S
"    58 Concordia",2.700286073836662,.04448231950629496,5.060837030227367,161.1568404068352,30.80089144124653,2.580171085941861,2.820401061731463,4.43734164005032,54805,0,1730,,,8.86,93.43,,0.0578,9.895,,.690,.370,,Ch,C
"    59 Elpis",2.71301370352869,.1189676641488328,8.639137926643469,170.0389587795982,211.7117783688161,2.390252800416107,3.035774606641272,4.46875127822938,55121,0,1364,,,7.93,164.80,,0.0438,13.69,,.662,.285,,B,CP
"    60 Echo",2.392459941030795,.1837403223967131,3.601236697661013,191.6148624397366,270.8767591072857,1.952868580144575,2.832051301917014,3.70062615856194,55948,0,1481,,,8.21,60.20,,0.2535,25.208,,.854,.452,,S,S
"    61 Danae",2.983003706787993,.1674099876044838,18.21119406860938,333.7319152524549,12.91533328608653,2.483619093210485,3.4823883203655,5.15215466465021,53979,0,1030,,,7.68,82.04,,0.2224,11.45,,.852,.402,,S,S
"    62 Erato",3.128682768881081,.1714262904367405,2.229928215850119,125.5683203458891,274.0345196245294,2.592344287858448,3.665021249903715,5.53414453937642,39200,0,1599,,,8.76,95.39,,0.0608,9.2213,,.708,.378,,Ch,BU
"    63 Ausonia",2.395199483610991,.1276992562034974,5.779925721591884,337.7683348915977,296.1248551716139,2.089334291094866,2.701064676127115,3.70698421146139,55662,0,1810,,,7.55,103.14,,0.1586,9.298,,.916,.500,,Sa,S
"    64 Angelina",2.682426821226164,.1269337589687328,1.310345248461002,309.1552704283092,178.8934696024148,2.341936301649378,3.02291734080295,4.39339272559257,55884,0,1596,,,7.67,,,0.157,8.752,,.734,.254,,Xe,E
"    65 Cybele",3.427607995400988,.1104858906781503,3.562433339935033,155.6438989814507,102.3933702533868,3.048905673133561,3.806310317668416,6.34592482536934,55632,0,1932,,,6.62,237.26,,0.0706,6.0814,,.690,.271,,Xc,P
"    66 Maja",2.646504291251762,.170577146766397,3.046675493587525,7.538006901247067,43.95012971601168,2.195071140345011,3.097937442158513,4.30543568470792,55654,0,1514,,,9.36,71.82,,0.0618,9.73509,,.697,.360,,Ch,C
"    67 Asia",2.423663710378825,.1840394924438156,6.023490097146267,202.541854196484,106.7651936091451,1.977613871266211,2.869713549491438,3.77326009426237,54789,0,1501,,,8.28,58.11,,0.2551,15.89,,.861,.434,,S,S
"    68 Leto",2.78052165327846,.187238265164785,7.972708242871417,44.13753241899175,304.980353859306,2.259901602665482,3.301141703891439,4.63657857959071,54890,0,1504,,,6.78,122.57,,0.2283,14.848,,.845,.488,,,S
"    69 Hesperia",2.975628349419994,.1701589857472635,8.585952789752094,185.0391996770798,289.8351383561739,2.469298447521884,3.481958251318105,5.13305873576211,55767,0,2055,,,7.05,138.13,,0.1402,5.655,,.674,.230,,X,M
"    70 Panopaea",2.615325172581883,.1822497457816057,11.59001785919056,47.74028848179041,255.4822163077572,2.138682824742601,3.091967520421166,4.22957512418634,53617,0,1177,,,8.11,122.17,,0.0675,15.797,,.740,.390,,Ch,C
"    71 Niobe",2.755877648529122,.1746986721236144,23.26464316825288,316.0453601464017,266.8264043127864,2.274429482795936,3.237325814262308,4.57507376815402,54817,0,1432,,,7.30,83.42,,0.3052,35.864,,.803,.439,,Xe,S
"    72 Feronia",2.266401131961759,.1206652969533028,5.415577958850923,207.9867462326561,103.066387363309,1.992925166358292,2.539877097565227,3.41203415518467,54319,0,1590,,,8.94,85.90,,0.0636,8.097,,.785,.375,,,TDG
"    73 Klytia",2.663965840128989,.04406659689423604,2.371055995873945,7.038557457843579,53.21492507795036,2.54657393131201,2.781357748945968,4.34811657963077,54576,0,1498,,,8.9,44.44,,0.2247,8.297,,,,,,S
"    74 Galatea",2.77800697769225,.2400855883601805,4.07754580712297,197.2858339107828,174.1863911442778,2.111047537984319,3.44496641740018,4.6302900899659,54815,0,1651,,,8.66,118.71,,0.0431,17.268,,.686,.320,,C,C
"    75 Eurydike",2.671834515318666,.3056725247560152,5.001223303529438,359.4288216204444,339.4631312254485,1.855128113290945,3.488540917346387,4.36739563845373,54826,0,1772,,,8.96,55.91,,0.1473,5.357,,.710,.266,,Xk,M
"    76 Freia",3.416869391222075,.1655789392514689,2.116718569737044,204.4896060834684,253.4021758951691,2.851107781862712,3.982631000581439,6.31612577665473,54744,0,1760,,,7.90,183.66,,0.0362,9.969,,.704,.298,,X,P
"    77 Frigga",2.669921777675003,.1307540081192622,2.429038277352622,1.28417428402528,60.77114858612942,2.320818803879091,3.019024751470916,4.36270662043729,48933,0,1621,,,8.52,69.25,,0.1440,9.012,,.746,.249,,Xe,MU
